period,red1,red2,red3,red4,red5,red6,blue,red_numbers,full_number,red_sum
2016119,9,19,21,30,31,32,4,9 19 21 30 31 32,9 19 21 30 31 32 + 4,142
2016120,2,5,6,21,25,28,9,2 5 6 21 25 28,2 5 6 21 25 28 + 9,87
2016121,2,3,10,23,25,28,9,2 3 10 23 25 28,2 3 10 23 25 28 + 9,91
2016122,15,22,23,24,28,29,8,15 22 23 24 28 29,15 22 23 24 28 29 + 8,141
2016123,7,9,12,14,20,27,16,7 9 12 14 20 27,7 9 12 14 20 27 + 16,89
2016124,9,15,21,24,27,32,10,9 15 21 24 27 32,9 15 21 24 27 32 + 10,128
2016125,1,6,8,20,27,30,3,1 6 8 20 27 30,1 6 8 20 27 30 + 3,92
2016126,2,6,12,17,18,19,10,2 6 12 17 18 19,2 6 12 17 18 19 + 10,74
2016127,7,12,17,26,29,31,16,7 12 17 26 29 31,7 12 17 26 29 31 + 16,122
2016128,4,9,11,17,26,27,13,4 9 11 17 26 27,4 9 11 17 26 27 + 13,94
2016129,5,6,8,21,31,33,14,5 6 8 21 31 33,5 6 8 21 31 33 + 14,104
2016130,3,17,21,23,27,28,1,3 17 21 23 27 28,3 17 21 23 27 28 + 1,119
2016131,4,10,18,19,25,27,2,4 10 18 19 25 27,4 10 18 19 25 27 + 2,103
2016132,5,8,13,19,27,28,7,5 8 13 19 27 28,5 8 13 19 27 28 + 7,100
2016133,15,16,21,22,27,33,15,15 16 21 22 27 33,15 16 21 22 27 33 + 15,134
2016134,11,12,13,14,18,33,13,11 12 13 14 18 33,11 12 13 14 18 33 + 13,101
2016135,2,8,10,18,20,33,12,2 8 10 18 20 33,2 8 10 18 20 33 + 12,91
2016136,2,7,10,20,27,29,3,2 7 10 20 27 29,2 7 10 20 27 29 + 3,95
2016137,1,6,9,10,15,32,14,1 6 9 10 15 32,1 6 9 10 15 32 + 14,73
2016138,7,16,20,24,25,30,7,7 16 20 24 25 30,7 16 20 24 25 30 + 7,122
2016139,1,6,19,26,28,30,3,1 6 19 26 28 30,1 6 19 26 28 30 + 3,110
2016140,1,2,5,17,26,32,10,1 2 5 17 26 32,1 2 5 17 26 32 + 10,83
2016141,4,13,15,17,21,24,15,4 13 15 17 21 24,4 13 15 17 21 24 + 15,94
2016142,1,10,17,21,23,30,12,1 10 17 21 23 30,1 10 17 21 23 30 + 12,102
2016143,6,9,23,24,25,33,13,6 9 23 24 25 33,6 9 23 24 25 33 + 13,120
2016144,4,10,12,27,32,33,5,4 10 12 27 32 33,4 10 12 27 32 33 + 5,118
2016145,1,3,7,12,19,20,6,1 3 7 12 19 20,1 3 7 12 19 20 + 6,62
2016146,3,7,15,16,17,23,10,3 7 15 16 17 23,3 7 15 16 17 23 + 10,81
2016147,4,14,18,28,31,32,12,4 14 18 28 31 32,4 14 18 28 31 32 + 12,127
2016148,1,2,11,20,26,30,14,1 2 11 20 26 30,1 2 11 20 26 30 + 14,90
2016149,3,20,23,26,32,33,7,3 20 23 26 32 33,3 20 23 26 32 33 + 7,137
2016150,2,4,5,9,13,21,5,2 4 5 9 13 21,2 4 5 9 13 21 + 5,54
2016151,6,11,16,20,22,33,7,6 11 16 20 22 33,6 11 16 20 22 33 + 7,108
2016152,2,8,9,16,20,22,7,2 8 9 16 20 22,2 8 9 16 20 22 + 7,77
2016153,7,9,16,24,25,29,6,7 9 16 24 25 29,7 9 16 24 25 29 + 6,110
2017001,9,11,14,20,25,26,15,9 11 14 20 25 26,9 11 14 20 25 26 + 15,105
2017002,15,19,23,24,25,32,3,15 19 23 24 25 32,15 19 23 24 25 32 + 3,138
2017003,1,4,8,15,27,32,16,1 4 8 15 27 32,1 4 8 15 27 32 + 16,87
2017004,5,13,17,26,27,30,7,5 13 17 26 27 30,5 13 17 26 27 30 + 7,118
2017005,6,11,12,22,23,30,5,6 11 12 22 23 30,6 11 12 22 23 30 + 5,104
2017006,2,4,8,26,29,33,8,2 4 8 26 29 33,2 4 8 26 29 33 + 8,102
2017007,2,4,5,24,26,33,15,2 4 5 24 26 33,2 4 5 24 26 33 + 15,94
2017008,7,13,15,27,28,29,13,7 13 15 27 28 29,7 13 15 27 28 29 + 13,119
2017009,2,6,8,9,15,29,14,2 6 8 9 15 29,2 6 8 9 15 29 + 14,69
2017010,5,8,19,25,28,30,7,5 8 19 25 28 30,5 8 19 25 28 30 + 7,115
2017011,10,11,12,23,26,29,16,10 11 12 23 26 29,10 11 12 23 26 29 + 16,111
2017012,10,11,14,15,16,24,7,10 11 14 15 16 24,10 11 14 15 16 24 + 7,90
2017013,8,11,28,29,31,33,6,8 11 28 29 31 33,8 11 28 29 31 33 + 6,140
2017014,6,8,18,20,23,31,13,6 8 18 20 23 31,6 8 18 20 23 31 + 13,106
2017015,1,8,9,14,17,32,1,1 8 9 14 17 32,1 8 9 14 17 32 + 1,81
2017016,5,8,16,22,27,29,2,5 8 16 22 27 29,5 8 16 22 27 29 + 2,107
2017017,3,7,8,10,22,23,12,3 7 8 10 22 23,3 7 8 10 22 23 + 12,73
2017018,1,2,3,17,25,31,9,1 2 3 17 25 31,1 2 3 17 25 31 + 9,79
2017019,4,6,8,12,23,25,8,4 6 8 12 23 25,4 6 8 12 23 25 + 8,78
2017020,4,8,10,12,31,33,10,4 8 10 12 31 33,4 8 10 12 31 33 + 10,98
2017021,2,5,10,22,32,33,9,2 5 10 22 32 33,2 5 10 22 32 33 + 9,104
2017022,2,6,15,16,18,32,15,2 6 15 16 18 32,2 6 15 16 18 32 + 15,89
2017023,1,3,4,11,18,22,14,1 3 4 11 18 22,1 3 4 11 18 22 + 14,59
2017024,9,21,25,26,29,31,13,9 21 25 26 29 31,9 21 25 26 29 31 + 13,141
2017025,2,15,16,17,22,32,7,2 15 16 17 22 32,2 15 16 17 22 32 + 7,104
2017026,3,10,12,19,27,30,8,3 10 12 19 27 30,3 10 12 19 27 30 + 8,101
2017027,2,4,11,14,27,30,5,2 4 11 14 27 30,2 4 11 14 27 30 + 5,88
2017028,7,8,12,13,22,30,9,7 8 12 13 22 30,7 8 12 13 22 30 + 9,92
2017029,2,15,21,23,25,30,10,2 15 21 23 25 30,2 15 21 23 25 30 + 10,116
2017030,1,7,9,20,23,30,2,1 7 9 20 23 30,1 7 9 20 23 30 + 2,90
2017031,6,10,16,26,27,29,3,6 10 16 26 27 29,6 10 16 26 27 29 + 3,114
2017032,5,8,15,24,27,31,11,5 8 15 24 27 31,5 8 15 24 27 31 + 11,110
2017033,5,7,15,20,23,30,15,5 7 15 20 23 30,5 7 15 20 23 30 + 15,100
2017034,4,7,8,19,32,33,13,4 7 8 19 32 33,4 7 8 19 32 33 + 13,103
2017035,1,6,14,24,28,32,12,1 6 14 24 28 32,1 6 14 24 28 32 + 12,105
2017036,1,2,5,10,24,27,15,1 2 5 10 24 27,1 2 5 10 24 27 + 15,69
2017037,11,15,20,22,25,30,5,11 15 20 22 25 30,11 15 20 22 25 30 + 5,123
2017038,1,4,8,13,24,27,5,1 4 8 13 24 27,1 4 8 13 24 27 + 5,77
2017039,2,4,12,14,17,24,15,2 4 12 14 17 24,2 4 12 14 17 24 + 15,73
2017040,15,19,23,28,29,33,4,15 19 23 28 29 33,15 19 23 28 29 33 + 4,147
2017041,4,10,13,15,22,27,4,4 10 13 15 22 27,4 10 13 15 22 27 + 4,91
2017042,1,2,4,7,10,23,4,1 2 4 7 10 23,1 2 4 7 10 23 + 4,47
2017043,8,13,16,23,27,31,8,8 13 16 23 27 31,8 13 16 23 27 31 + 8,118
2017044,8,16,19,21,31,32,6,8 16 19 21 31 32,8 16 19 21 31 32 + 6,127
2017045,5,7,16,20,21,25,5,5 7 16 20 21 25,5 7 16 20 21 25 + 5,94
2017046,4,13,14,23,26,32,10,4 13 14 23 26 32,4 13 14 23 26 32 + 10,112
2017047,2,5,8,10,32,33,2,2 5 8 10 32 33,2 5 8 10 32 33 + 2,90
2017048,5,8,9,14,15,19,7,5 8 9 14 15 19,5 8 9 14 15 19 + 7,70
2017049,1,8,14,15,20,29,10,1 8 14 15 20 29,1 8 14 15 20 29 + 10,87
2017050,10,12,20,24,27,29,7,10 12 20 24 27 29,10 12 20 24 27 29 + 7,122
2017051,2,5,9,15,24,25,11,2 5 9 15 24 25,2 5 9 15 24 25 + 11,80
2017052,7,8,18,24,29,31,7,7 8 18 24 29 31,7 8 18 24 29 31 + 7,117
2017053,4,9,11,15,29,31,6,4 9 11 15 29 31,4 9 11 15 29 31 + 6,99
2017054,2,3,9,23,28,33,8,2 3 9 23 28 33,2 3 9 23 28 33 + 8,98
2017055,7,12,13,20,24,31,5,7 12 13 20 24 31,7 12 13 20 24 31 + 5,107
2017056,13,14,18,19,21,28,6,13 14 18 19 21 28,13 14 18 19 21 28 + 6,113
2017057,18,20,22,23,30,31,16,18 20 22 23 30 31,18 20 22 23 30 31 + 16,144
2017058,1,9,13,22,28,32,11,1 9 13 22 28 32,1 9 13 22 28 32 + 11,105
2017059,4,8,9,15,19,25,9,4 8 9 15 19 25,4 8 9 15 19 25 + 9,80
2017060,5,10,13,24,26,31,4,5 10 13 24 26 31,5 10 13 24 26 31 + 4,109
2017061,6,7,12,20,26,27,11,6 7 12 20 26 27,6 7 12 20 26 27 + 11,98
2017062,1,7,22,24,26,31,10,1 7 22 24 26 31,1 7 22 24 26 31 + 10,111
2017063,12,16,20,22,25,31,4,12 16 20 22 25 31,12 16 20 22 25 31 + 4,126
2017064,2,10,16,22,24,28,15,2 10 16 22 24 28,2 10 16 22 24 28 + 15,102
2017065,2,5,8,10,12,21,7,2 5 8 10 12 21,2 5 8 10 12 21 + 7,58
2017066,1,4,6,17,19,26,3,1 4 6 17 19 26,1 4 6 17 19 26 + 3,73
2017067,1,3,4,10,18,29,4,1 3 4 10 18 29,1 3 4 10 18 29 + 4,65
2017068,2,6,10,22,30,31,15,2 6 10 22 30 31,2 6 10 22 30 31 + 15,101
2017069,2,11,12,23,29,31,5,2 11 12 23 29 31,2 11 12 23 29 31 + 5,108
2017070,1,6,14,22,25,26,12,1 6 14 22 25 26,1 6 14 22 25 26 + 12,94
2017071,2,3,6,14,31,32,3,2 3 6 14 31 32,2 3 6 14 31 32 + 3,88
2017072,6,11,14,23,26,30,2,6 11 14 23 26 30,6 11 14 23 26 30 + 2,110
2017073,3,6,16,23,26,30,14,3 6 16 23 26 30,3 6 16 23 26 30 + 14,104
2017074,2,6,16,23,30,31,2,2 6 16 23 30 31,2 6 16 23 30 31 + 2,108
2017075,1,3,6,19,21,29,7,1 3 6 19 21 29,1 3 6 19 21 29 + 7,79
2017076,1,4,8,9,14,15,13,1 4 8 9 14 15,1 4 8 9 14 15 + 13,51
2017077,1,2,4,15,17,22,14,1 2 4 15 17 22,1 2 4 15 17 22 + 14,61
2017078,5,7,18,19,22,24,16,5 7 18 19 22 24,5 7 18 19 22 24 + 16,95
2017079,3,7,14,23,25,27,8,3 7 14 23 25 27,3 7 14 23 25 27 + 8,99
2017080,1,12,16,20,22,24,8,1 12 16 20 22 24,1 12 16 20 22 24 + 8,95
2017081,3,5,14,25,26,30,5,3 5 14 25 26 30,3 5 14 25 26 30 + 5,103
2017082,14,18,21,25,28,29,10,14 18 21 25 28 29,14 18 21 25 28 29 + 10,135
2017083,3,8,14,20,24,26,12,3 8 14 20 24 26,3 8 14 20 24 26 + 12,95
2017084,1,5,11,20,22,24,2,1 5 11 20 22 24,1 5 11 20 22 24 + 2,83
2017085,1,5,6,16,25,30,9,1 5 6 16 25 30,1 5 6 16 25 30 + 9,83
2017086,3,5,6,13,20,22,7,3 5 6 13 20 22,3 5 6 13 20 22 + 7,69
2017087,3,6,13,14,19,28,6,3 6 13 14 19 28,3 6 13 14 19 28 + 6,83
2017088,7,9,18,22,23,29,6,7 9 18 22 23 29,7 9 18 22 23 29 + 6,108
2017089,11,12,13,16,23,25,12,11 12 13 16 23 25,11 12 13 16 23 25 + 12,100
2017090,1,7,10,16,22,33,9,1 7 10 16 22 33,1 7 10 16 22 33 + 9,89
2017091,5,7,10,23,28,29,3,5 7 10 23 28 29,5 7 10 23 28 29 + 3,102
2017092,10,18,19,29,32,33,9,10 18 19 29 32 33,10 18 19 29 32 33 + 9,141
2017093,7,8,9,15,22,27,12,7 8 9 15 22 27,7 8 9 15 22 27 + 12,88
2017094,8,11,13,19,28,31,6,8 11 13 19 28 31,8 11 13 19 28 31 + 6,110
2017095,9,10,12,19,22,29,16,9 10 12 19 22 29,9 10 12 19 22 29 + 16,101
2017096,2,6,11,12,19,29,6,2 6 11 12 19 29,2 6 11 12 19 29 + 6,79
2017097,5,10,18,19,30,31,3,5 10 18 19 30 31,5 10 18 19 30 31 + 3,113
2017098,4,19,22,27,30,33,1,4 19 22 27 30 33,4 19 22 27 30 33 + 1,135
2017099,2,5,6,16,28,29,4,2 5 6 16 28 29,2 5 6 16 28 29 + 4,86
2017100,4,7,8,18,23,24,2,4 7 8 18 23 24,4 7 8 18 23 24 + 2,84
2017101,1,4,11,28,31,32,16,1 4 11 28 31 32,1 4 11 28 31 32 + 16,107
2017102,4,8,10,14,18,20,11,4 8 10 14 18 20,4 8 10 14 18 20 + 11,74
2017103,1,21,23,25,31,33,1,1 21 23 25 31 33,1 21 23 25 31 33 + 1,134
2017104,1,14,15,20,23,30,14,1 14 15 20 23 30,1 14 15 20 23 30 + 14,103
2017105,3,6,7,12,25,26,7,3 6 7 12 25 26,3 6 7 12 25 26 + 7,79
2017106,12,15,20,25,27,31,2,12 15 20 25 27 31,12 15 20 25 27 31 + 2,130
2017107,8,9,15,17,30,32,6,8 9 15 17 30 32,8 9 15 17 30 32 + 6,111
2017108,7,12,14,15,17,20,1,7 12 14 15 17 20,7 12 14 15 17 20 + 1,85
2017109,8,14,16,18,21,23,16,8 14 16 18 21 23,8 14 16 18 21 23 + 16,100
2017110,1,3,12,15,19,23,14,1 3 12 15 19 23,1 3 12 15 19 23 + 14,73
2017111,5,10,17,19,29,32,12,5 10 17 19 29 32,5 10 17 19 29 32 + 12,112
2017112,3,10,14,16,22,23,11,3 10 14 16 22 23,3 10 14 16 22 23 + 11,88
2017113,4,6,16,27,29,33,5,4 6 16 27 29 33,4 6 16 27 29 33 + 5,115
2017114,6,12,13,15,18,26,13,6 12 13 15 18 26,6 12 13 15 18 26 + 13,90
2017115,4,10,11,25,30,31,1,4 10 11 25 30 31,4 10 11 25 30 31 + 1,111
2017116,2,14,20,22,30,32,2,2 14 20 22 30 32,2 14 20 22 30 32 + 2,120
2017117,1,2,8,11,14,21,9,1 2 8 11 14 21,1 2 8 11 14 21 + 9,57
2017118,8,9,15,22,30,33,16,8 9 15 22 30 33,8 9 15 22 30 33 + 16,117
2017119,9,16,21,25,26,31,14,9 16 21 25 26 31,9 16 21 25 26 31 + 14,128
2017120,8,10,15,19,23,28,16,8 10 15 19 23 28,8 10 15 19 23 28 + 16,103
2017121,11,18,19,22,24,32,7,11 18 19 22 24 32,11 18 19 22 24 32 + 7,126
2017122,11,20,21,22,24,27,15,11 20 21 22 24 27,11 20 21 22 24 27 + 15,125
2017123,4,5,6,11,21,31,10,4 5 6 11 21 31,4 5 6 11 21 31 + 10,78
2017124,2,6,11,26,28,29,3,2 6 11 26 28 29,2 6 11 26 28 29 + 3,102
2017125,1,14,23,25,29,30,3,1 14 23 25 29 30,1 14 23 25 29 30 + 3,122
2017126,1,16,17,21,27,30,16,1 16 17 21 27 30,1 16 17 21 27 30 + 16,112
2017127,14,15,21,24,27,32,12,14 15 21 24 27 32,14 15 21 24 27 32 + 12,133
2017128,2,6,13,22,29,31,8,2 6 13 22 29 31,2 6 13 22 29 31 + 8,103
2017129,5,6,9,14,21,33,2,5 6 9 14 21 33,5 6 9 14 21 33 + 2,88
2017130,5,13,14,23,25,31,2,5 13 14 23 25 31,5 13 14 23 25 31 + 2,111
2017131,1,7,10,11,26,27,11,1 7 10 11 26 27,1 7 10 11 26 27 + 11,82
2017132,2,3,5,9,13,28,11,2 3 5 9 13 28,2 3 5 9 13 28 + 11,60
2017133,6,15,17,18,23,30,11,6 15 17 18 23 30,6 15 17 18 23 30 + 11,109
2017134,4,5,11,14,28,32,4,4 5 11 14 28 32,4 5 11 14 28 32 + 4,94
2017135,1,6,7,14,18,26,16,1 6 7 14 18 26,1 6 7 14 18 26 + 16,72
2017136,3,7,10,18,21,24,12,3 7 10 18 21 24,3 7 10 18 21 24 + 12,83
2017137,5,10,20,23,26,31,3,5 10 20 23 26 31,5 10 20 23 26 31 + 3,115
2017138,1,17,24,28,32,33,2,1 17 24 28 32 33,1 17 24 28 32 33 + 2,135
2017139,2,14,20,24,28,32,16,2 14 20 24 28 32,2 14 20 24 28 32 + 16,120
2017140,21,22,25,28,29,30,8,21 22 25 28 29 30,21 22 25 28 29 30 + 8,155
2017141,1,6,7,11,13,15,5,1 6 7 11 13 15,1 6 7 11 13 15 + 5,53
2017142,8,13,14,18,23,33,6,8 13 14 18 23 33,8 13 14 18 23 33 + 6,109
2017143,4,6,9,14,20,29,14,4 6 9 14 20 29,4 6 9 14 20 29 + 14,82
2017144,3,14,16,20,31,32,9,3 14 16 20 31 32,3 14 16 20 31 32 + 9,116
2017145,2,6,12,17,25,28,12,2 6 12 17 25 28,2 6 12 17 25 28 + 12,90
2017146,1,19,25,26,27,33,10,1 19 25 26 27 33,1 19 25 26 27 33 + 10,131
2017147,3,7,20,21,25,31,14,3 7 20 21 25 31,3 7 20 21 25 31 + 14,107
2017148,4,7,11,14,29,32,12,4 7 11 14 29 32,4 7 11 14 29 32 + 12,97
2017149,5,8,15,20,27,30,13,5 8 15 20 27 30,5 8 15 20 27 30 + 13,105
2017150,6,14,19,20,21,23,8,6 14 19 20 21 23,6 14 19 20 21 23 + 8,103
2017151,2,5,7,9,11,27,16,2 5 7 9 11 27,2 5 7 9 11 27 + 16,61
2017152,6,10,23,25,26,29,5,6 10 23 25 26 29,6 10 23 25 26 29 + 5,119
2017153,7,11,12,13,18,19,16,7 11 12 13 18 19,7 11 12 13 18 19 + 16,80
2017154,5,9,13,15,18,26,5,5 9 13 15 18 26,5 9 13 15 18 26 + 5,86
2018001,1,8,11,26,28,31,4,1 8 11 26 28 31,1 8 11 26 28 31 + 4,105
2018002,7,18,24,29,31,33,16,7 18 24 29 31 33,7 18 24 29 31 33 + 16,142
2018003,1,14,16,17,20,31,4,1 14 16 17 20 31,1 14 16 17 20 31 + 4,99
2018004,14,18,19,26,30,31,11,14 18 19 26 30 31,14 18 19 26 30 31 + 11,138
2018005,2,20,21,28,31,33,6,2 20 21 28 31 33,2 20 21 28 31 33 + 6,135
2018006,2,7,8,9,17,29,11,2 7 8 9 17 29,2 7 8 9 17 29 + 11,72
2018007,13,14,20,25,27,31,12,13 14 20 25 27 31,13 14 20 25 27 31 + 12,130
2018008,5,9,10,12,17,19,13,5 9 10 12 17 19,5 9 10 12 17 19 + 13,72
2018009,5,10,17,23,26,32,7,5 10 17 23 26 32,5 10 17 23 26 32 + 7,113
2018010,1,8,17,20,21,22,3,1 8 17 20 21 22,1 8 17 20 21 22 + 3,89
2018011,3,10,21,23,27,33,11,3 10 21 23 27 33,3 10 21 23 27 33 + 11,117
2018012,11,12,13,19,26,28,12,11 12 13 19 26 28,11 12 13 19 26 28 + 12,109
2018013,6,8,13,15,22,33,6,6 8 13 15 22 33,6 8 13 15 22 33 + 6,97
2018014,9,12,20,24,28,31,7,9 12 20 24 28 31,9 12 20 24 28 31 + 7,124
2018015,11,15,20,21,26,33,15,11 15 20 21 26 33,11 15 20 21 26 33 + 15,126
2018016,1,11,12,18,25,27,16,1 11 12 18 25 27,1 11 12 18 25 27 + 16,94
2018017,3,6,11,26,30,32,12,3 6 11 26 30 32,3 6 11 26 30 32 + 12,108
2018018,2,12,13,18,25,27,7,2 12 13 18 25 27,2 12 13 18 25 27 + 7,97
2018019,3,11,12,16,21,23,9,3 11 12 16 21 23,3 11 12 16 21 23 + 9,86
2018020,6,9,10,14,28,30,5,6 9 10 14 28 30,6 9 10 14 28 30 + 5,97
2018021,3,4,6,11,23,28,14,3 4 6 11 23 28,3 4 6 11 23 28 + 14,75
2018022,7,14,19,21,22,23,3,7 14 19 21 22 23,7 14 19 21 22 23 + 3,106
2018023,12,15,16,21,26,29,16,12 15 16 21 26 29,12 15 16 21 26 29 + 16,119
2018024,11,19,22,26,31,32,2,11 19 22 26 31 32,11 19 22 26 31 32 + 2,141
2018025,4,13,16,19,21,25,14,4 13 16 19 21 25,4 13 16 19 21 25 + 14,98
2018026,4,7,12,14,26,32,4,4 7 12 14 26 32,4 7 12 14 26 32 + 4,95
2018027,2,7,9,14,18,28,5,2 7 9 14 18 28,2 7 9 14 18 28 + 5,78
2018028,3,8,11,14,18,23,16,3 8 11 14 18 23,3 8 11 14 18 23 + 16,77
2018029,1,2,9,14,22,25,5,1 2 9 14 22 25,1 2 9 14 22 25 + 5,73
2018030,13,14,20,21,25,33,7,13 14 20 21 25 33,13 14 20 21 25 33 + 7,126
2018031,2,16,18,19,27,30,14,2 16 18 19 27 30,2 16 18 19 27 30 + 14,112
2018032,21,22,23,24,25,32,6,21 22 23 24 25 32,21 22 23 24 25 32 + 6,147
2018033,4,19,20,22,28,33,6,4 19 20 22 28 33,4 19 20 22 28 33 + 6,126
2018034,1,5,11,22,23,26,15,1 5 11 22 23 26,1 5 11 22 23 26 + 15,88
2018035,7,10,11,17,23,28,15,7 10 11 17 23 28,7 10 11 17 23 28 + 15,96
2018036,8,17,24,26,28,33,4,8 17 24 26 28 33,8 17 24 26 28 33 + 4,136
2018037,1,6,7,8,27,30,10,1 6 7 8 27 30,1 6 7 8 27 30 + 10,79
2018038,15,23,24,25,28,29,9,15 23 24 25 28 29,15 23 24 25 28 29 + 9,144
2018039,8,12,18,19,23,32,3,8 12 18 19 23 32,8 12 18 19 23 32 + 3,112
2018040,1,3,8,13,18,23,16,1 3 8 13 18 23,1 3 8 13 18 23 + 16,66
2018041,7,8,20,23,24,32,13,7 8 20 23 24 32,7 8 20 23 24 32 + 13,114
2018042,6,10,21,28,29,31,12,6 10 21 28 29 31,6 10 21 28 29 31 + 12,125
2018043,1,4,6,8,21,24,7,1 4 6 8 21 24,1 4 6 8 21 24 + 7,64
2018044,5,9,12,17,27,30,6,5 9 12 17 27 30,5 9 12 17 27 30 + 6,100
2018045,3,4,6,25,26,30,1,3 4 6 25 26 30,3 4 6 25 26 30 + 1,94
2018046,10,13,14,18,20,31,3,10 13 14 18 20 31,10 13 14 18 20 31 + 3,106
2018047,6,7,12,16,22,25,7,6 7 12 16 22 25,6 7 12 16 22 25 + 7,88
2018048,1,12,20,25,30,31,2,1 12 20 25 30 31,1 12 20 25 30 31 + 2,119
2018049,1,3,4,11,19,23,2,1 3 4 11 19 23,1 3 4 11 19 23 + 2,61
2018050,1,2,4,10,18,19,7,1 2 4 10 18 19,1 2 4 10 18 19 + 7,54
2018051,5,7,20,23,27,31,4,5 7 20 23 27 31,5 7 20 23 27 31 + 4,113
2018052,3,5,6,9,15,32,14,3 5 6 9 15 32,3 5 6 9 15 32 + 14,70
2018053,1,4,10,11,14,27,6,1 4 10 11 14 27,1 4 10 11 14 27 + 6,67
2018054,4,6,18,22,25,33,16,4 6 18 22 25 33,4 6 18 22 25 33 + 16,108
2018055,7,9,10,12,22,26,7,7 9 10 12 22 26,7 9 10 12 22 26 + 7,86
2018056,1,3,6,20,21,26,1,1 3 6 20 21 26,1 3 6 20 21 26 + 1,77
2018057,5,15,17,19,20,30,13,5 15 17 19 20 30,5 15 17 19 20 30 + 13,106
2018058,7,12,13,16,26,31,7,7 12 13 16 26 31,7 12 13 16 26 31 + 7,105
2018059,4,6,8,13,22,32,11,4 6 8 13 22 32,4 6 8 13 22 32 + 11,85
2018060,4,8,13,25,30,31,10,4 8 13 25 30 31,4 8 13 25 30 31 + 10,111
2018061,9,10,11,12,18,23,7,9 10 11 12 18 23,9 10 11 12 18 23 + 7,83
2018062,2,18,19,24,25,33,11,2 18 19 24 25 33,2 18 19 24 25 33 + 11,121
2018063,5,6,10,16,20,25,12,5 6 10 16 20 25,5 6 10 16 20 25 + 12,82
2018064,2,5,10,11,17,21,5,2 5 10 11 17 21,2 5 10 11 17 21 + 5,66
2018065,1,4,6,14,28,33,1,1 4 6 14 28 33,1 4 6 14 28 33 + 1,86
2018066,9,16,17,19,22,26,10,9 16 17 19 22 26,9 16 17 19 22 26 + 10,109
2018067,1,4,9,12,15,18,5,1 4 9 12 15 18,1 4 9 12 15 18 + 5,59
2018068,8,10,17,20,27,30,1,8 10 17 20 27 30,8 10 17 20 27 30 + 1,112
2018069,6,13,17,19,23,31,12,6 13 17 19 23 31,6 13 17 19 23 31 + 12,109
2018070,4,9,15,16,19,27,10,4 9 15 16 19 27,4 9 15 16 19 27 + 10,90
2018071,2,5,6,13,16,19,3,2 5 6 13 16 19,2 5 6 13 16 19 + 3,61
2018072,11,16,19,22,25,30,8,11 16 19 22 25 30,11 16 19 22 25 30 + 8,123
2018073,2,9,14,15,16,23,10,2 9 14 15 16 23,2 9 14 15 16 23 + 10,79
2018074,9,11,14,20,27,30,9,9 11 14 20 27 30,9 11 14 20 27 30 + 9,111
2018075,7,9,12,13,22,24,11,7 9 12 13 22 24,7 9 12 13 22 24 + 11,87
2018076,3,7,8,15,29,30,13,3 7 8 15 29 30,3 7 8 15 29 30 + 13,92
2018077,2,5,9,15,20,24,10,2 5 9 15 20 24,2 5 9 15 20 24 + 10,75
2018078,3,10,14,17,18,30,12,3 10 14 17 18 30,3 10 14 17 18 30 + 12,92
2018079,14,15,17,22,24,29,13,14 15 17 22 24 29,14 15 17 22 24 29 + 13,121
2018080,4,7,13,20,29,33,3,4 7 13 20 29 33,4 7 13 20 29 33 + 3,106
2018081,1,2,12,16,20,26,3,1 2 12 16 20 26,1 2 12 16 20 26 + 3,77
2018082,6,12,14,20,22,24,9,6 12 14 20 22 24,6 12 14 20 22 24 + 9,98
2018083,4,9,18,21,32,33,3,4 9 18 21 32 33,4 9 18 21 32 33 + 3,117
2018084,5,6,8,12,22,24,3,5 6 8 12 22 24,5 6 8 12 22 24 + 3,77
2018085,4,10,25,26,30,33,6,4 10 25 26 30 33,4 10 25 26 30 33 + 6,128
2018086,2,7,17,21,23,26,16,2 7 17 21 23 26,2 7 17 21 23 26 + 16,96
2018087,1,5,10,16,18,31,3,1 5 10 16 18 31,1 5 10 16 18 31 + 3,81
2018088,3,5,12,29,30,32,14,3 5 12 29 30 32,3 5 12 29 30 32 + 14,111
2018089,6,9,12,14,18,27,14,6 9 12 14 18 27,6 9 12 14 18 27 + 14,86
2018090,1,2,4,10,14,23,7,1 2 4 10 14 23,1 2 4 10 14 23 + 7,54
2018091,6,11,13,17,25,32,7,6 11 13 17 25 32,6 11 13 17 25 32 + 7,104
2018092,6,10,16,19,24,33,16,6 10 16 19 24 33,6 10 16 19 24 33 + 16,108
2018093,4,18,20,21,29,33,7,4 18 20 21 29 33,4 18 20 21 29 33 + 7,125
2018094,4,7,16,20,24,30,5,4 7 16 20 24 30,4 7 16 20 24 30 + 5,101
2018095,10,11,12,21,26,33,9,10 11 12 21 26 33,10 11 12 21 26 33 + 9,113
2018096,1,5,9,20,28,32,12,1 5 9 20 28 32,1 5 9 20 28 32 + 12,95
2018097,1,2,17,20,25,28,13,1 2 17 20 25 28,1 2 17 20 25 28 + 13,93
2018098,6,10,11,20,29,32,13,6 10 11 20 29 32,6 10 11 20 29 32 + 13,108
2018099,3,7,8,14,25,32,6,3 7 8 14 25 32,3 7 8 14 25 32 + 6,89
2018100,2,11,14,15,29,33,2,2 11 14 15 29 33,2 11 14 15 29 33 + 2,104
2018101,1,3,14,26,29,33,9,1 3 14 26 29 33,1 3 14 26 29 33 + 9,106
